token,sentiment,polarity
nonpayment,-0.55,-1
nonperformance,-0.5,-1
nonperformances,-0.4,-1
nonperforming,-0.5,-1
nonproductive,-0.5,-1
norm,0.1,1
normalize,0.55,1
north,0,0
notable,0.5,1
notarial,0,0
notarize,0,0
notary,0,0
note,0,0
notorious,0,0
notwithstanding,0,0
novel,0.35,1
nuanced,0.45,1
nudge,0,0
nuisance,-0.35,-1
nullification,-0.3,-1
nullify,-0.3,-1
nullity,-0.3,-1
numb,-0.05,-1
numerous,0.1,1
nurture,0.6,1
obey,0.35,1
object,0,0
objection,-0.3,-1
objectionable,-0.35,-1
objectionably,-0.35,-1
obligation,0,0
obligatory,0,0
oblige,0.2,1
obliterate,-0.55,-1
obscene,-0.35,-1
obscenity,-0.45,-1
obscure,-0.25,-1
obscurity,-0.2,-1
obsess,-0.3,-1
obsessed,-0.35,-1
obsession,-0.25,-1
obsessive,-0.45,-1
obsolescence,-0.55,-1
obsolete,-0.45,-1
obstacle,-0.3,-1
obstruct,-0.55,-1
obstruction,-0.6,-1
obtain,0.65,1
obvious,0,0
occasionally,0,0
occupier,0,0
oddity,-0.25,-1
odious,-0.8,-1
offbeat,0,0
offence,-0.5,-1
offend,-0.3,-1
offender,-0.45,-1
offense,-0.45,-1
offensive,-0.65,-1
offeror,0,0
office,0,0
offing,0.05,1
offload,-0.1,-1
offseason,0,0
offset,-0.05,-1
offshore,0,0
oily,-0.25,-1
oligopoly,-0.2,-1
omission,-0.3,-1
omit,-0.3,-1
omnipresent,0.05,1
onerous,-0.2,-1
only,0,0
onslaught,-0.6,-1
opaque,-0.35,-1
operate,0,0
operatic,0,0
opponent,-0.15,-1
opportunistic,0.15,1
opportunistically,0.15,1
opportunity,0.7,1
oppose,-0.3,-1
opposite,-0.2,-1
opposition,-0.2,-1
oppress,-0.5,-1
oppressive,-0.7,-1
optimal,0.5,1
optimism,0.7,1
optimistic,0.6,1
optimize,0.6,1
optimum,0.9,1
opulent,0.8,1
orchestrate,0,0
order,0,0
orderly,0.45,1
organisation,0,0
organization,0,0
orientate,0.15,1
original,0,0
oscillate,0,0
ostensible,0,0
oust,-0.4,-1
ouster,-0.3,-1
outage,-0.4,-1
outbid,-0.2,-1
outbreak,-0.75,-1
outburst,-0.55,-1
outcome,0,0
outcry,-0.4,-1
outdate,-0.3,-1
outdo,-0.1,-1
outflank,-0.05,-1
outflow,0.2,1
outgoing,0.3,1
outgrow,0.35,1
outgrowth,0,0
outlandish,-0.55,-1
outlast,0.3,1
outlaw,-0.35,-1
outlier,-0.1,-1
outlook,0,0
outlying,0,0
outmaneuver,0.35,1
outmoded,-0.3,-1
outnumber,-0.3,-1
outpace,0.4,1
outperform,0.65,1
output,0,0
outrage,-0.7,-1
outraged,-0.7,-1
outrageous,-0.35,-1
outrank,0.25,1
outright,0,0
outrun,0.45,1
outsell,0.7,1
outsize,-0.05,-1
outsized,-0.25,-1
outsmart,0.25,1
outsource,0,0
outspend,-0.15,-1
outspent,0.05,1
outstrip,-0.25,-1
outweigh,-0.1,-1
outwit,0.4,1
overage,0.15,1
overall,0,0
overarching,-0.15,-1
overbearing,-0.55,-1
overbill,-0.7,-1
overblown,-0.4,-1
overbought,-0.3,-1
overbuild,-0.25,-1
overbuilding,-0.2,-1
overbuilds,-0.25,-1
overbuilt,-0.2,-1
overburden,-0.55,-1
overcapacity,-0.625,-1
overcharge,-0.4,-1
overcharging,-0.5,-1
overcome,0.6,1
overcrowded,-0.4,-1
overcrowding,-0.35,-1
overdo,-0.4,-1
overdose,-0.65,-1
overdraft,-0.5,-1
overdrawn,-0.45,-1
overdrive,0.35,1
overdue,-0.45,-1
overestimate,-0.25,-1
overestimation,-0.1,-1
overexpand,-0.4,-1
overexpose,-0.4,-1
overextend,-0.35,-1
overextended,-0.3,-1
overfunded,-0.1,-1
overgrown,-0.35,-1
overhaul,0.2,1
overheat,-0.45,-1
overheated,-0.4,-1
overlap,0.05,1
overlapping,-0.1,-1
overleveraged,-0.5,-1
overload,-0.45,-1
overlook,-0.3,-1
overpay,-0.35,-1
overpayment,-0.25,-1
overpower,0.25,1
overprice,-0.5,-1
overpriced,-0.35,-1
overproduce,-0.4,-1
overproduction,-0.375,-1
overpromise,-0.3,-1
overreach,-0.35,-1
overreact,-0.6,-1
overregulate,-0.2,-1
override,0,0
overrule,-0.15,-1
overrun,-0.3,-1
oversaturated,-0.3,-1
overseas,0,0
oversee,0.1,1
oversell,-0.35,-1
overshadow,-0.2,-1
overshoot,-0.3,-1
oversight,0.6,1
oversize,-0.05,-1
oversized,-0.3,-1
overspend,-0.6,-1
overstaffed,-0.45,-1
overstate,0,0
overstated,-0.2,-1
overstatement,-0.1,-1
overstep,-0.4,-1
overstock,-0.5,-1
overstretch,-0.35,-1
overstretched,-0.4,-1
oversupplied,-0.35,-1
oversupply,-0.325,-1
overt,0.3,1
overtake,0,0
overtax,-0.65,-1
overthrow,-0.35,-1
overtly,-0.1,-1
overturn,-0.5,-1
overvaluation,-0.45,-1
overvalue,-0.35,-1
overwhelm,-0.35,-1
overwhelmed,-0.5,-1
overwhelming,-0.4,-1
overworked,-0.45,-1
owe,-0.1,-1
paced,0.4,1
pacify,0.15,1
padded,0.3,1
pain,-0.75,-1
painful,-0.55,-1
painless,0,0
painstaking,-0.45,-1
pal,0.3,1
palatable,0.2,1
palpable,0.3,1
paltry,-0.4,-1
pampered,0.35,1
panache,0,0
pandemic,-0.7,-1
panic,-0.65,-1
panicked,-0.8,-1
panicky,-0.65,-1
pant,-0.1,-1
paper,0,0
para,0,0
parachute,0.15,1
paralysis,-0.55,-1
paralyze,-0.4,-1
paralyzed,-0.6,-1
paramount,0.4,1
pari,0,0
parliament,0,0
parlous,-0.4,-1
part,0,0
participate,0.6,1
participation,0.5,1
particular,0,0
partner,0.15,1
partnership,0.1,1
passion,0.5,1
passionate,0.75,1
passive,0,0
passu,0,0
past,0,0
patch,0.35,1
patchy,-0.4,-1
patentee,0,0
pathetic,-0.65,-1
patience,0.5,1
patient,0.15,1
patriotism,0.2,1
patronage,0.35,1
patronize,-0.35,-1
pattern,0,0
paucity,-0.45,-1
pause,0,0
pay,0,0
payoff,0.35,1
payout,0.1,1
peace,0.7,1
peaceful,0.7,1
peculiar,-0.2,-1
pecuniarily,-0.05,-1
peddling,0,0
pedigree,0.55,1
peel,0,0
peer,0,0
peerage,0,0
peg,0,0
penal,-0.3,-1
penalize,-0.475,-1
penalty,-0.5,-1
pend,0,0
penetrate,0.25,1
penetration,0.3,1
penniless,-1,-1
people,0,0
perceive,0.05,1
percentage,0,0
perception,0.35,1
perfect,1,1
perfection,0.6,1
perfectly,0.9,1
perform,0.6,1
performer,0.55,1
perhaps,0,0
peril,-0.55,-1
perilous,-0.25,-1
period,0,0
peripheral,0,0
perish,-0.8,-1
perishable,-0.3,-1
perjury,-0.75,-1
perk,0.45,1
perky,0.3,1
permanent,0,0
permeate,0.25,1
permissible,0.4,1
permission,0.2,1
permit,0.2,1
pernicious,-0.5,-1
perpetrate,-0.4,-1
perpetration,-0.45,-1
perpetual,0.3,1
perpetuate,0.05,1
perplex,-0.2,-1
persecute,-0.45,-1
persevere,0.4,1
persist,0.25,1
persistence,0.4,1
persistent,0.4,1
persistently,0.4,1
personalize,0.4,1
persuade,0.2,1
persuasion,0.3,1
persuasive,0.4,1
pervade,-0.15,-1
pervasive,-0.1,-1
pervasively,-0.4,-1
pervasiveness,0,0
perverse,-0.3,-1
pesky,-0.4,-1
pessimism,-0.45,-1
pessimistic,-0.6,-1
pest,-0.35,-1
petition,0,0
petitioner,0,0
petty,-0.4,-1
phantom,-0.25,-1
phase,0,0
phenomenal,0.8,1
philanthropic,0.7,1
pick,0.15,1
picket,0,0
picking,0,0
picture,0,0
picturesque,0.65,1
piecemeal,-0.1,-1
piling,-0.05,-1
pillar,0.4,1
pimp,-0.35,-1
pioneer,0.55,1
pioneering,0.4,1
pique,-0.25,-1
piracy,-0.35,-1
pit,-0.15,-1
pitch,0.1,1
pitfall,-0.5,-1
pitiful,-0.7,-1
pittance,-0.3,-1
pity,-0.5,-1
pivot,0,0
placate,0.05,1
place,0,0
placid,-0.1,-1
plague,-0.5,-1
plain,0,0
plaintiff,0,0
plant,0,0
plateau,-0.15,-1
plausible,0.2,1
play,0,0
plea,-0.05,-1
plead,-0.1,-1
pleasant,0.6,1
pleasantly,0.4,1
please,0.3,1
pleasing,0.7,1
pleasure,0.65,1
pledge,0.2,1
plentiful,0.7,1
plight,-0.2,-1
plod,-0.3,-1
plodding,-0.3,-1
plow,-0.1,-1
ploy,-0.4,-1
pluck,-0.05,-1
plucky,0.2,1
plug,0.1,1
plump,0.25,1
plunder,-0.65,-1
plunge,-0.7,-1
plunk,-0.4,-1
poach,-0.15,-1
poignant,-0.45,-1
pointless,-0.5,-1
poise,0.3,1
poison,-0.8,-1
poisoning,-0.9,-1
poking,0,0
polarize,-0.1,-1
policing,0.15,1
policyholder,0.3,1
polish,0.55,1
polished,0.55,1
polite,0.5,1
polluted,-0.65,-1
polluting,-0.75,-1
ponder,0,0
ponderous,-0.15,-1
pooling,0.4,1
poor,-0.6,-1
poorly,-0.6,-1
popular,0.45,1
popularity,0.6,1
popularize,0.4,1
populate,0.2,1
portend,-0.1,-1
portion,0,0
pose,0,0
positive,0.8,1
positively,0.65,1
possess,0.05,1
possession,0.15,1
possessory,0,0
post,0,0
postpone,-0.25,-1
postponement,-0.3,-1
potency,0.35,1
potent,0.3,1
pounce,-0.25,-1
pound,0,0
pour,0.15,1
poverty,-0.6,-1
powered,0.7,1
powerful,0.55,1
powerhouse,0.6,1
powerless,-0.5,-1
practical,0.55,1
practice,0.4,1
praise,0.75,1
pray,0.35,1
preannounce,0.2,1
prearrange,0.2,1
precarious,-0.4,-1
precaution,0,0
precautionary,0.1,1
precious,0.6,1
precipice,0,0
precipitate,0.2,1
precipitous,-0.2,-1
precipitously,-0.45,-1
precise,0.6,1
precision,0.7,1
preclude,0,0
precondition,0,0
predate,0,0
predator,-0.8,-1
predatory,-0.55,-1
predecease,-0.5,-1
predict,0,0
predictable,0.5,1
prediction,0,0
predominant,0.15,1
predominate,0.4,1
preeminence,0.25,1
preeminent,0.45,1
preempt,0,0
preemptive,0.15,1
prefer,0,0
preferable,0.4,1
preferential,0.05,1
preferred,0.6,1
prejudice,-0.35,-1
prejudicial,-0.3,-1
preliminarily,0,0
preliminary,0,0
premature,-0.3,-1
prematurely,-0.2,-1
premier,0.4,1
premiere,0.3,1
premium,0.4,1
preoccupation,-0.05,-1
preoccupy,0,0
prepayment,0.25,1
preposterous,-0.5,-1
preretirement,0.05,1
presage,-0.25,-1
presence,0,0
preserve,0.75,1
preset,0,0
press,0,0
pressing,0,0
pressure,-0.3,-1
pressured,-0.4,-1
pressurize,-0.05,-1
prestige,0.65,1
prestigious,0.5,1
presumably,0,0
presume,0,0
presumption,0,0
presumptively,0.05,1
pretend,-0.75,-1
pretentious,-0.35,-1
pretext,-0.05,-1
pretrial,0,0
pretty,0.6,1
prevalent,0.45,1
prevent,0,0
prevention,0.1,1
preventive,0.45,1
preview,0.2,1
previous,0,0
previously,0,0
prey,-0.4,-1
priceless,0.55,1
pricey,-0.5,-1
prick,-0.2,-1
prickly,-0.5,-1
pricy,-0.45,-1
pride,0.4,1
prim,0.25,1
prima,0.1,1
primate,0.1,1
prioritize,0.35,1
priority,0.45,1
prise,0.3,1
prison,-0.5,-1
prisoner,-0.55,-1
pristine,0.7,1
privatize,0,0
privilege,0.5,1
privileged,0.5,1
prize,0.5,1
proactive,0.6,1
proactively,0.5,1
probabilistic,0,0
probability,0,0
probable,0.15,1
probably,0,0
probate,0,0
probating,0,0
probation,-0.1,-1
probationary,-0.4,-1
probationer,-0.3,-1
probe,-0.2,-1
problematic,-0.5,-1
problematical,-0.45,-1
procure,0.2,1
prodding,0,0
prodigious,0.4,1
productive,0.75,1
profess,0,0
professional,0.7,1
proficiency,0.5,1
proficient,0.6,1
proficiently,0.65,1
profitability,0.8,1
profitable,0.95,1
profitably,0.8,1
profiteer,0.15,1
profiteering,-0.4,-1
profligate,-0.5,-1
profound,0.55,1
profusion,0.45,1
programme,0,0
progres,0.6,1
progress,0.6,1
progression,0.75,1
progressive,0.7,1
prohibit,-0.55,-1
prohibition,-0.5,-1
prohibitive,-0.3,-1
prohibitively,-0.35,-1
prohibitory,-0.55,-1
proliferate,0.5,1
proliferation,0.7,1
prolific,0.4,1
prolong,-0.05,-1
prolongation,-0.2,-1
prominence,0.5,1
prominent,0.35,1
promised,0.5,1
promising,0.55,1
promote,0.35,1
promotion,0.35,1
promotional,0.35,1
promulgate,0,0
promulgation,0,0
prone,-0.05,-1
pronounce,0,0
prop,0.2,1
propaganda,-0.45,-1
propagating,0.45,1
propel,0.8,1
propensity,0,0
proportion,0,0
proportionate,0.4,1
propose,0.15,1
proposition,0,0
prosecute,-0.6,-1
prosecution,-0.35,-1
prosecutor,0,0
prospect,0.45,1
prospective,0.45,1
prosper,0.7,1
prosperity,0.8,1
prosperous,0.85,1
protectionism,0.4,1
protectionist,0.45,1
protective,0.4,1
protest,-0.05,-1
protestation,-0.1,-1
protester,0,0
protestor,-0.1,-1
protract,0,0
protracted,0,0
protraction,-0.05,-1
proud,0.95,1
provider,0.4,1
provincial,0,0
proviso,0,0
provocation,-0.65,-1
provocative,-0.55,-1
provoke,-0.45,-1
prowess,0.4,1
prowl,-0.05,-1
prudence,0.35,1
prudent,0.2,1
prudential,0.35,1
prune,-0.15,-1
pry,-0.35,-1
public,0,0
publicize,0.2,1
publish,0,0
pull,0,0
pullback,-0.3,-1
pulse,0,0
punchy,0.3,1
punish,-0.5,-1
punishable,-0.4,-1
punishment,-0.55,-1
punitive,-0.4,-1
pure,0.55,1
purge,-0.6,-1
purport,0,0
purported,0,0
purportedly,0,0
purpose,0.3,1
purposeful,0.65,1
pursue,0.3,1
push,0,0
pushy,-0.5,-1
put,0,0
puzzle,0,0
quaint,0.2,1
qualified,0.7,1
qualm,-0.1,-1
quandary,-0.4,-1
quarry,0,0
quarter,0,0
quarterly,0,0
quash,-0.5,-1
queasy,-0.45,-1
quell,-0.25,-1
quench,0.3,1
question,0,0
questionable,-0.2,-1
questionably,-0.15,-1
questioning,-0.1,-1
queue,0,0
quibble,-0.25,-1
quicken,0.3,1
quicker,0.4,1
quiescent,0,0
quiet,-0.15,-1
quip,0,0
quirky,0.25,1
quit,-0.7,-1
rack,-0.25,-1
racketeer,-0.6,-1
racketeering,-0.8,-1
racy,-0.4,-1
radical,0.3,1
rage,-0.5,-1
ragged,-0.45,-1
raid,-0.7,-1
raising,0.5,1
rally,0.3,1
rambling,-0.25,-1
rampage,-0.4,-1
rampant,0,0
random,0,0
randomize,0,0
randomly,0,0
ransack,-0.75,-1
ransom,-0.45,-1
rapacious,-0.2,-1
rapid,0.45,1
rare,0.05,1
rarefied,0.3,1
rarity,0.3,1
rash,-0.5,-1
rat,-0.55,-1
rata,0,0
ratable,0,0
ratably,0,0
rational,0.3,1
rationalization,0.25,1
rationalize,0.475,1
rationing,-0.05,-1
raucous,-0.45,-1
raunchy,-0.65,-1
ravage,-0.4,-1
rave,0.2,1
ravishing,0.45,1
raw,0.05,1
raze,-0.05,-1
razor,-0.15,-1
react,0.2,1
reaction,0,0
reactionary,-0.1,-1
reactivate,0.3,1
reactive,0.3,1
read,0,0
readiness,0.25,1
ready,0.35,1
reaffirm,0.35,1
realign,0.3,1
realise,0,0
realize,0.2,1
reallocate,0.35,1
realm,0.1,1
reap,0.35,1
reappraise,0.1,1
rearrange,0.05,1
reason,0,0
reasonable,0.6,1
reasoning,0.4,1
reassess,0.2,1
reassessment,0.05,1
reassign,0,0
reassignment,0,0
reassurance,0.5,1
reassure,0.4,1
reassuring,0.5,1
reawaken,0.4,1
rebalance,0.3,1
rebate,0.55,1
rebel,-0.4,-1
rebellion,-0.75,-1
rebellious,-0.4,-1
rebind,0.2,1
rebirth,0.1,1
reboot,0.35,1
reborn,0.4,1
rebound,0.55,1
rebuff,-0.35,-1
rebuilding,0.65,1
rebuke,-0.45,-1
rebut,-0.15,-1
rebuttable,-0.05,-1
rebuttal,0,0
recalcitrant,-0.5,-1
recalculate,0,0
recalculation,0,0
recalibrate,0.3,1
recall,-0.1,-1
recap,0,0
recapitalize,0.55,1
recast,0,0
recede,-0.4,-1
receipt,0,0
recent,0,0
receptive,0.3,1
recertify,0.4,1
recess,0,0
recession,-0.775,-1
recessionary,-0.75,-1
recharge,0.45,1
reckless,-0.7,-1
recklessly,-0.45,-1
recklessness,-0.55,-1
reclaim,0.35,1
reclusive,-0.35,-1
recognition,0.7,1
recognizable,0.4,1
recoil,-0.25,-1
recommence,0.2,1
recommend,0.55,1
recompense,0.3,1
reconcile,0.4,1
reconciliation,0.5,1
reconfigure,0.15,1
reconnect,0.45,1
reconsider,0,0
reconstruct,0.35,1
reconstruction,0.4,1
recoupable,0.25,1
recoupment,0.25,1
recourse,0.2,1
recover,0.6,1
recoverable,0.5,1
recovery,0.65,1
recreational,0.45,1
recruiting,0.2,1
recruitment,0.05,1
rectification,0.4,1
rectify,0.3,1
recuperate,0.1,1
recur,0,0
recusal,-0.3,-1
recycle,0.2,1
recycling,0.55,1
red,-0.35,-1
redact,-0.35,-1
redaction,-0.3,-1
redactions,-0.25,-1
redeem,0.35,1
redeploy,0.25,1
redesign,0.4,1
redevelop,0.45,1
redevelopment,0.45,1
redistribute,0.55,1
redouble,0.3,1
redress,0.05,1
redundancy,-0.3,-1
redundant,-0.5,-1
reel,0.45,1
reevaluate,0.4,1
reexamination,0,0
reexamine,0.1,1
referendum,0,0
refile,0,0
refiling,0.15,1
refill,0.1,1
refinance,0.5,1
refined,0.45,1
refinement,0.35,1
refining,0.55,1
reflate,0.55,1
reflect,0,0
reflective,0.2,1
refloat,0.35,1
refrain,0,0
refuge,-0.05,-1
refund,0.05,1
refundable,0.4,1
refurbish,0.3,1
refurbishment,0.25,1
refusal,-0.4,-1
refuse,-0.25,-1
refute,-0.2,-1
regain,0.45,1
regenerate,0.4,1
regime,0.3,1
region,0,0
regional,0,0
register,0,0
registration,0,0
regressive,-0.45,-1
regret,-0.6,-1
regrettable,-0.6,-1
regular,0.1,1
regularity,0.2,1
regulate,0.05,1
regulation,0,0
regulative,0,0
regulator,0.1,1
regulatory,0.1,1
rehabilitate,0.3,1
rehabilitation,0.4,1
rehire,0.4,1
reimburse,0.3,1
reimbursement,0.45,1
reinforce,0.25,1
reinforcement,0.4,1
reinstate,0.4,1
reinterpret,0,0
reinterpretation,0,0
reinvent,0.35,1
reinvest,0.45,1
reinvestment,0.2,1
reinvigorate,0.65,1
reinvigorated,0.45,1
reject,-0.5,-1
rejection,-0.65,-1
rejoice,0.7,1
rekindle,0.5,1
relapse,-0.5,-1
relative,0,0
relaunch,0.4,1
relax,0.5,1
relaxation,0.5,1
relaxed,0.45,1
release,0,0
relegate,0.1,1
relent,-0.15,-1
relentless,0.55,1
relevance,0.35,1
relevant,0.35,1
reliability,0.55,1
reliable,0.8,1
reliance,0.05,1
reliant,0.2,1
relief,0.3,1
relieve,0.5,1
relinquish,-0.45,-1
relish,0.3,1
relist,0.3,1
reluctance,-0.35,-1
reluctant,-0.4,-1
rely,0.25,1
remand,0,0
remark,0,0
remarkable,0.5,1
remedial,0.3,1
remediate,0.25,1
remediation,0.3,1
remedy,0.3,1
reminiscent,0,0
remit,0.15,1
remnant,0.2,1
remodel,0.45,1
remodeling,0.4,1
remote,0.05,1
remount,0.15,1
remunerate,0.2,1
remuneration,0.35,1
renaissance,0.65,1
render,0.15,1
rendition,0,0
renege,-0.5,-1
renegotiate,0.1,1
renegotiation,0,0
renew,0.35,1
renewable,0.6,1
renewed,0.4,1
renounce,-0.3,-1
renouncement,-0.35,-1
renown,0.45,1
renowned,0.6,1
reorder,0.1,1
reorganize,0.4,1
repair,0.35,1
reparation,0.55,1
repay,0.2,1
repayment,0.35,1
repeal,-0.1,-1
repel,-0.2,-1
repercussion,-0.65,-1
repetitive,-0.2,-1
replace,0,0
replenish,0.45,1
replete,-0.05,-1
report,0,0
repossess,-0.375,-1
repossession,-0.5,-1
represent,0,0
repress,-0.35,-1
repressed,-0.55,-1
repression,-0.4,-1
repressive,-0.45,-1
reprieve,-0.15,-1
reprimand,-0.45,-1
reprisal,-0.05,-1
reprocess,0.05,1
repudiate,-0.25,-1
repudiation,-0.45,-1
repurchase,0.55,1
reputable,0.5,1
reputational,0.1,1
repute,0.15,1
requester,0,0
require,0,0
requirement,0,0
reregulation,0.05,1
rescheduling,0,0
rescind,-0.25,-1
rescission,-0.65,-1
rescue,0.25,1
resell,0.05,1
resemble,0.2,1
resent,-0.45,-1
resentful,-0.5,-1
resentment,-0.65,-1
reservoir,0.3,1
reset,0,0
resettle,0.25,1
reshape,0.45,1
reshuffling,0,0
resident,0,0
resign,-0.45,-1
resignation,-0.5,-1
resilience,0.65,1
resilient,0.3,1
resist,-0.3,-1
resistance,-0.15,-1
resistant,-0.3,-1
resolution,0.35,1
resolve,0.3,1
resonant,0.4,1
resounding,0.45,1
resource,0.25,1
resourceful,0.4,1
respect,0.55,1
respectability,0.55,1
respectable,0.65,1
respected,0.65,1
respectful,0.7,1
respite,0.2,1
respond,0,0
responsibility,0.55,1
responsible,0.3,1
responsive,0.45,1
rest,0.2,1
restart,0.3,1
restate,0,0
restatement,0,0
restitution,0.35,1
restitutionary,0.25,1
restive,-0.25,-1
restless,-0.4,-1
restrain,-0.25,-1
restraint,-0.4,-1
restrict,-0.35,-1
restriction,-0.35,-1
restrictive,-0.3,-1
restrictively,-0.35,-1
restrictivenes,-0.3,-1
restructure,0.25,1
result,0,0
resurge,0.55,1
resurgence,0.2,1
resurgent,0.2,1
resurrect,0.45,1
resuscitate,0.45,1
retain,0.3,1
retaliate,-0.4,-1
retaliation,-0.6,-1
retaliatory,-0.4,-1
retard,-0.9,-1
reticent,-0.2,-1
retool,0,0
retooling,0.3,1
retort,0,0
retract,-0.3,-1
retrain,0.15,1
retraining,0.1,1
retreat,-0.3,-1
retrench,-0.2,-1
retrenchment,-0.45,-1
retribution,-0.4,-1
retrieve,0.45,1
retrocede,-0.2,-1
retroceded,-0.25,-1
reunite,0.6,1
revaluation,0.5,1
revalue,0.3,1
revamp,0.5,1
revamping,0.3,1
reveal,0.1,1
revel,0.25,1
revenge,-0.65,-1
reverberate,0,0
revere,0.6,1
reversal,-0.25,-1
reverse,-0.3,-1
revert,-0.1,-1
review,0,0
revile,-0.1,-1
revise,0.05,1
revision,0,0
revitalize,0.45,1
revitalized,0.6,1
revive,0.4,1
revocability,-0.15,-1
revocation,-0.45,-1
revoke,-0.3,-1
revolt,-0.35,-1
revolution,0.4,1
revolutionize,0.8,1
revolving,0.35,1
reward,0.55,1
rewire,0.05,1
rhythmic,0.45,1
rich,0.55,1
rickety,-0.3,-1
rid,-0.2,-1
riddle,-0.25,-1
ride,0.05,1
ridicule,-0.45,-1
ridiculous,-0.55,-1
rife,-0.3,-1
rifle,-0.25,-1
righteous,0.75,1
rightful,0.3,1
rigid,-0.35,-1
rigor,-0.25,-1
rigorous,0.45,1
rile,-0.35,-1
ringfence,0.25,1
riot,-0.5,-1
rioting,-0.55,-1
rip,-0.4,-1
ripe,0.35,1
ripen,0.45,1
ripple,-0.05,-1
risk,-0.4,-1
riskines,-0.55,-1
riskiness,-0.5,-1
risky,-0.5,-1
rival,-0.3,-1
rivalry,-0.3,-1
rive,-0.2,-1
rivet,0.1,1
road,0,0
roar,0.5,1
roaring,0.3,1
rob,-0.5,-1
robbery,-0.6,-1
rocket,0.6,1
rod,0,0
role,0,0
roll,0,0
rollback,0,0
rollout,0.25,1
rollover,0.25,1
romance,0.4,1
romantic,0.4,1
roomy,0.3,1
roost,-0.45,-1
rosy,0.4,1
rot,-0.7,-1
rotten,-0.65,-1
roughly,-0.1,-1
round,0,0
rouse,0.1,1
rousing,0.25,1
route,0,0
routine,0.25,1
row,0,0
rubbish,-0.5,-1
rudderless,-0.3,-1
rude,-0.4,-1
rudimentary,-0.4,-1
rugged,-0.35,-1
ruin,-0.7,-1
rule,0.025,1
rumor,-0.1,-1
run,0,0
runaway,-0.3,-1
rundown,-0.45,-1
runup,0.2,1
runway,0.1,1
rupture,-0.5,-1
rush,0,0
rust,-0.4,-1
rusted,-0.5,-1
ruthless,-0.65,-1
sabotage,-0.7,-1
sack,-0.35,-1
sacking,-0.65,-1
sacred,0.3,1
sacrifice,-0.3,-1
sacrificial,-0.55,-1
sad,-0.7,-1
saddle,0,0
sadness,-0.45,-1
safe,0.55,1
safety,0.6,1
sag,-0.5,-1
sake,0.2,1
salable,0.6,1
salesforce,-0.1,-1
salute,0.35,1
salvage,-0.3,-1
salvation,0.5,1
same,0,0
sanction,-0.3,-1
sane,0.3,1
sanguine,-0.25,-1
sap,-0.2,-1
sate,0.1,1
satisfaction,0.65,1
satisfactorily,0.6,1
satisfactory,0.45,1
satisfy,0.5,1
saturate,-0.4,-1
saturated,-0.35,-1
saturation,-0.45,-1
savage,-0.45,-1
savior,0.5,1
savvy,0.2,1
say,0,0
scale,0,0
scam,-0.55,-1
scandal,-0.5,-1
scandalous,-0.55,-1
scant,-0.3,-1
scapegoat,-0.5,-1
scarce,-0.6,-1
scarcity,-0.55,-1
scare,-0.5,-1
scared,-0.5,-1
scary,-0.5,-1
scathing,-0.45,-1
scent,0.2,1
scheduled,0,0
schizophrenic,-0.55,-1
scholarship,0.3,1
school,0,0
sclerotic,-0.35,-1
scold,-0.5,-1
scoop,0.25,1
scope,0.2,1
scorch,-0.25,-1
score,0.4,1
scoring,0.55,1
scorn,-0.35,-1
scourge,-0.5,-1
scramble,-0.35,-1
scrap,-0.4,-1
scrape,-0.2,-1
scrapping,-0.35,-1
scrappy,-0.4,-1
scratch,0.1,1
scream,-0.25,-1
screech,-0.3,-1
screw,-0.15,-1
scribble,-0.4,-1
scrimp,-0.3,-1
scrounge,-0.05,-1
scrub,0,0
scruffy,-0.35,-1
scrupulous,0.45,1
scrutinize,-0.325,-1
scrutiny,-0.3,-1
scupper,-0.1,-1
scurry,-0.25,-1
scuttle,0,0
seam,0,0
searing,-0.15,-1
season,0,0
seasoned,0.55,1
seating,0.05,1
secondary,0,0
secrecy,-0.1,-1
secure,0.75,1
securitised,0.45,1
securitize,0.35,1
sedate,-0.3,-1
seductive,0.3,1
see,0,0
seedy,-0.35,-1
seem,0,0
seeming,0,0
segmented,0,0
segregate,-0.3,-1
segregated,-0.7,-1
seismic,0.55,1
seize,-0.3,-1
seldom,0,0
seldomly,-0.05,-1
selfish,-0.45,-1
sellout,-0.25,-1
send,0,0
sensation,0.25,1
sensational,0.7,1
sensibility,0.5,1
sensible,0.45,1
sensitive,-0.05,-1
sensitivity,0.15,1
sentence,0,0
sentiment,0.1,1
sentimental,0.1,1
sequestrator,-0.05,-1
series,0,0
serious,-0.05,-1
seriously,0,0
seriousness,0,0
servant,-0.35,-1
serve,0,0
serviceable,0.45,1
set,0,0
setback,-0.45,-1
settle,0.35,1
settlement,0,0
sever,-0.45,-1
severable,-0.35,-1
several,0,0
severally,0,0
severance,-0.4,-1
severe,-0.85,-1
severely,-0.55,-1
severity,-0.65,-1
shade,0,0
shadowy,-0.4,-1
shady,-0.5,-1
shaky,-0.55,-1
shall,0,0
shamble,-0.45,-1
shame,-0.45,-1
shameful,-0.8,-1
shameless,-0.4,-1
shape,0,0
sharp,-0.35,-1
sharpen,0.3,1
sharply,0.1,1
shatter,-0.7,-1
shave,0,0
sheer,-0.05,-1
shell,0,0
shelter,0.5,1
sheltered,0.35,1
shelve,-0.05,-1
shield,0.35,1
shift,0.25,1
shimmer,0.7,1
shine,0.4,1
shingled,0,0
shiny,0.45,1
